fid,AREA_HA,PERIMETRO_M,TAMANHO,INDICE_FORMA,CLASSE_FORMA,AREA_NUCLEAR_HA,ISOLAMENTO_M,CLASSE_CONECTIVIDADE,MUNICIPIOS
214,1.01,463.9,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0,636,Baixa conectividade (≥ 500 m),Presidente Kennedy
215,3.35,862.52,Muito pequeno (< 5 ha),1.33,"Compacto (DI < 1,5)",0.21,480.94,Média conectividade (100-500 m),Itapemirim
216,2.82,789.61,Muito pequeno (< 5 ha),1.33,"Compacto (DI < 1,5)",0.08,636.91,Baixa conectividade (≥ 500 m),Presidente Kennedy
217,12.72,1761.59,Médio (10-100 ha),1.39,"Compacto (DI < 1,5)",5.01,152.09,Média conectividade (100-500 m),Presidente Kennedy
219,0.68,335.71,Muito pequeno (< 5 ha),1.14,"Compacto (DI < 1,5)",0,142.23,Média conectividade (100-500 m),Presidente Kennedy
221,0.75,540.51,Muito pequeno (< 5 ha),1.76,"Alongado (1,5 ≤ DI < 2,0)",0,152.09,Média conectividade (100-500 m),Presidente Kennedy
222,2.11,729.49,Muito pequeno (< 5 ha),1.42,"Compacto (DI < 1,5)",0,636,Baixa conectividade (≥ 500 m),Presidente Kennedy
223,1.17,661.96,Muito pequeno (< 5 ha),1.73,"Alongado (1,5 ≤ DI < 2,0)",0,51.06,Alta conectividade (< 100 m),Presidente Kennedy
224,5.08,944.2,Pequeno (5-10 ha),1.18,"Compacto (DI < 1,5)",1.41,372.15,Média conectividade (100-500 m),Presidente Kennedy
225,1.24,549.05,Muito pequeno (< 5 ha),1.39,"Compacto (DI < 1,5)",0,459.14,Média conectividade (100-500 m),Itapemirim
226,2,653.3,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0,51.06,Alta conectividade (< 100 m),Presidente Kennedy
227,13.75,3122,Médio (10-100 ha),2.37,"Muito alongado (DI ≥ 2,0)",2.59,459.14,Média conectividade (100-500 m),Itapemirim
228,0.87,405.99,Muito pequeno (< 5 ha),1.23,"Compacto (DI < 1,5)",0,242.29,Média conectividade (100-500 m),Presidente Kennedy
229,0.77,385.82,Muito pequeno (< 5 ha),1.24,"Compacto (DI < 1,5)",0,400.16,Média conectividade (100-500 m),Presidente Kennedy
231,0.8,379.23,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0,207.41,Média conectividade (100-500 m),Presidente Kennedy
232,1.06,569.7,Muito pequeno (< 5 ha),1.56,"Alongado (1,5 ≤ DI < 2,0)",0,419.35,Média conectividade (100-500 m),Presidente Kennedy
233,3.49,998.3,Muito pequeno (< 5 ha),1.51,"Alongado (1,5 ≤ DI < 2,0)",0.33,16.2,Alta conectividade (< 100 m),Presidente Kennedy
234,11.11,4163.24,Médio (10-100 ha),3.52,"Muito alongado (DI ≥ 2,0)",0.96,16.2,Alta conectividade (< 100 m),Presidente Kennedy
235,1.93,734.31,Muito pequeno (< 5 ha),1.49,"Compacto (DI < 1,5)",0,272.34,Média conectividade (100-500 m),Presidente Kennedy
236,5.45,1486.31,Pequeno (5-10 ha),1.8,"Alongado (1,5 ≤ DI < 2,0)",0.52,9.21,Alta conectividade (< 100 m),Presidente Kennedy
237,0.7,927.12,Muito pequeno (< 5 ha),3.12,"Muito alongado (DI ≥ 2,0)",0,9.21,Alta conectividade (< 100 m),Presidente Kennedy
238,4.12,1168.13,Muito pequeno (< 5 ha),1.62,"Alongado (1,5 ≤ DI < 2,0)",0.43,45.78,Alta conectividade (< 100 m),Presidente Kennedy
239,1.03,428.71,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0,567.35,Baixa conectividade (≥ 500 m),Presidente Kennedy
240,2.03,626.35,Muito pequeno (< 5 ha),1.24,"Compacto (DI < 1,5)",0.1,272.34,Média conectividade (100-500 m),Presidente Kennedy
241,0.57,291.54,Muito pequeno (< 5 ha),1.09,"Compacto (DI < 1,5)",0,1014.3,Baixa conectividade (≥ 500 m),Presidente Kennedy
242,2.58,708.27,Muito pequeno (< 5 ha),1.25,"Compacto (DI < 1,5)",0.17,45.78,Alta conectividade (< 100 m),Presidente Kennedy
243,2.37,1073.31,Muito pequeno (< 5 ha),1.97,"Alongado (1,5 ≤ DI < 2,0)",0,1341.11,Baixa conectividade (≥ 500 m),Presidente Kennedy
244,0.98,721.64,Muito pequeno (< 5 ha),2.06,"Muito alongado (DI ≥ 2,0)",0,36.74,Alta conectividade (< 100 m),Presidente Kennedy
245,16.05,2395.25,Médio (10-100 ha),1.69,"Alongado (1,5 ≤ DI < 2,0)",5.67,61.67,Alta conectividade (< 100 m),Presidente Kennedy
246,3.93,1030.96,Muito pequeno (< 5 ha),1.47,"Compacto (DI < 1,5)",0.27,359.65,Média conectividade (100-500 m),Presidente Kennedy
247,4.05,1271.67,Muito pequeno (< 5 ha),1.78,"Alongado (1,5 ≤ DI < 2,0)",0.19,61.67,Alta conectividade (< 100 m),Presidente Kennedy
249,0.56,333.22,Muito pequeno (< 5 ha),1.25,"Compacto (DI < 1,5)",0,43.14,Alta conectividade (< 100 m),Presidente Kennedy
250,0.6,433,Muito pequeno (< 5 ha),1.58,"Alongado (1,5 ≤ DI < 2,0)",0,36.74,Alta conectividade (< 100 m),Presidente Kennedy
251,23.46,2938.38,Médio (10-100 ha),1.71,"Alongado (1,5 ≤ DI < 2,0)",12.07,43.14,Alta conectividade (< 100 m),Presidente Kennedy
252,4.86,1428.35,Muito pequeno (< 5 ha),1.83,"Alongado (1,5 ≤ DI < 2,0)",0.64,16.91,Alta conectividade (< 100 m),Presidente Kennedy
253,0.75,335.26,Muito pequeno (< 5 ha),1.09,"Compacto (DI < 1,5)",0,413.98,Média conectividade (100-500 m),Presidente Kennedy
254,2.13,580.29,Muito pequeno (< 5 ha),1.12,"Compacto (DI < 1,5)",0.13,572.86,Baixa conectividade (≥ 500 m),Itapemirim
255,1.96,765.28,Muito pequeno (< 5 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",0,607.66,Baixa conectividade (≥ 500 m),Presidente Kennedy
256,6.14,2069.97,Pequeno (5-10 ha),2.36,"Muito alongado (DI ≥ 2,0)",0.14,114.48,Média conectividade (100-500 m),"Itapemirim,Presidente Kennedy"
257,0.81,418.78,Muito pequeno (< 5 ha),1.31,"Compacto (DI < 1,5)",0,16.91,Alta conectividade (< 100 m),Presidente Kennedy
258,0.81,753.13,Muito pequeno (< 5 ha),2.36,"Muito alongado (DI ≥ 2,0)",0,413.98,Média conectividade (100-500 m),Presidente Kennedy
259,4.62,919.85,Muito pequeno (< 5 ha),1.21,"Compacto (DI < 1,5)",0.96,240.11,Média conectividade (100-500 m),Presidente Kennedy
260,1.35,662.03,Muito pequeno (< 5 ha),1.61,"Alongado (1,5 ≤ DI < 2,0)",0,144.64,Média conectividade (100-500 m),Presidente Kennedy
261,11.94,2418.3,Médio (10-100 ha),1.97,"Alongado (1,5 ≤ DI < 2,0)",3.45,607.66,Baixa conectividade (≥ 500 m),Presidente Kennedy
262,1.15,616.14,Muito pequeno (< 5 ha),1.62,"Alongado (1,5 ≤ DI < 2,0)",0,390.15,Média conectividade (100-500 m),Presidente Kennedy
263,8.28,1348.21,Pequeno (5-10 ha),1.32,"Compacto (DI < 1,5)",2.96,434.6,Média conectividade (100-500 m),Presidente Kennedy
264,0.72,452.4,Muito pequeno (< 5 ha),1.51,"Alongado (1,5 ≤ DI < 2,0)",0,662.29,Baixa conectividade (≥ 500 m),Presidente Kennedy
265,10.55,1390.81,Médio (10-100 ha),1.21,"Compacto (DI < 1,5)",4.67,240.11,Média conectividade (100-500 m),Presidente Kennedy
266,1.21,477.2,Muito pequeno (< 5 ha),1.23,"Compacto (DI < 1,5)",0,476.17,Média conectividade (100-500 m),Presidente Kennedy
267,45.53,4613.65,Médio (10-100 ha),1.93,"Alongado (1,5 ≤ DI < 2,0)",23.85,247.39,Média conectividade (100-500 m),Presidente Kennedy
268,0.78,408.67,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0,114.48,Média conectividade (100-500 m),Itapemirim
269,5.38,1276.83,Pequeno (5-10 ha),1.55,"Alongado (1,5 ≤ DI < 2,0)",0.66,101.49,Média conectividade (100-500 m),Presidente Kennedy
270,0.73,488.89,Muito pequeno (< 5 ha),1.61,"Alongado (1,5 ≤ DI < 2,0)",0,452.16,Média conectividade (100-500 m),Presidente Kennedy
271,31.94,2673.69,Médio (10-100 ha),1.33,"Compacto (DI < 1,5)",19.71,101.49,Média conectividade (100-500 m),Presidente Kennedy
272,3.52,732.13,Muito pequeno (< 5 ha),1.1,"Compacto (DI < 1,5)",0.77,163.28,Média conectividade (100-500 m),Presidente Kennedy
273,3.11,1245.38,Muito pequeno (< 5 ha),1.99,"Alongado (1,5 ≤ DI < 2,0)",0.01,127.49,Média conectividade (100-500 m),Presidente Kennedy
274,3.19,670.46,Muito pequeno (< 5 ha),1.06,"Compacto (DI < 1,5)",0.68,310.76,Média conectividade (100-500 m),Presidente Kennedy
275,0.82,494.26,Muito pequeno (< 5 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",0,596.6,Baixa conectividade (≥ 500 m),Presidente Kennedy
276,1.52,743.71,Muito pequeno (< 5 ha),1.7,"Alongado (1,5 ≤ DI < 2,0)",0,452.16,Média conectividade (100-500 m),Presidente Kennedy
277,13.78,2141.04,Médio (10-100 ha),1.63,"Alongado (1,5 ≤ DI < 2,0)",4.6,133.1,Média conectividade (100-500 m),Presidente Kennedy
278,0.51,275.71,Muito pequeno (< 5 ha),1.09,"Compacto (DI < 1,5)",0,1805.6,Baixa conectividade (≥ 500 m),Presidente Kennedy
279,2.65,685.28,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0.18,434.6,Média conectividade (100-500 m),Presidente Kennedy
280,0.64,312.71,Muito pequeno (< 5 ha),1.1,"Compacto (DI < 1,5)",0,519.85,Baixa conectividade (≥ 500 m),Presidente Kennedy
281,0.54,356.76,Muito pequeno (< 5 ha),1.37,"Compacto (DI < 1,5)",0,596.6,Baixa conectividade (≥ 500 m),Presidente Kennedy
282,1.68,822.68,Muito pequeno (< 5 ha),1.79,"Alongado (1,5 ≤ DI < 2,0)",0,247.39,Média conectividade (100-500 m),Presidente Kennedy
283,1.35,470.23,Muito pequeno (< 5 ha),1.14,"Compacto (DI < 1,5)",0.01,71.37,Alta conectividade (< 100 m),Presidente Kennedy
284,1.64,533.45,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0.02,127.8,Média conectividade (100-500 m),Presidente Kennedy
285,2.84,796.78,Muito pequeno (< 5 ha),1.33,"Compacto (DI < 1,5)",0.17,71.37,Alta conectividade (< 100 m),Presidente Kennedy
286,1.08,409.57,Muito pequeno (< 5 ha),1.11,"Compacto (DI < 1,5)",0,812.71,Baixa conectividade (≥ 500 m),Presidente Kennedy
287,1.06,426.89,Muito pequeno (< 5 ha),1.17,"Compacto (DI < 1,5)",0,437.17,Média conectividade (100-500 m),Presidente Kennedy
288,7.77,1299.08,Pequeno (5-10 ha),1.31,"Compacto (DI < 1,5)",2.65,159.86,Média conectividade (100-500 m),Presidente Kennedy
289,30.15,3968.17,Médio (10-100 ha),2.04,"Muito alongado (DI ≥ 2,0)",11.73,159.86,Média conectividade (100-500 m),Presidente Kennedy
290,1.38,708.6,Muito pequeno (< 5 ha),1.7,"Alongado (1,5 ≤ DI < 2,0)",0,16.96,Alta conectividade (< 100 m),Presidente Kennedy
291,3.25,782.72,Muito pequeno (< 5 ha),1.23,"Compacto (DI < 1,5)",0.37,1091.18,Baixa conectividade (≥ 500 m),Presidente Kennedy
292,2.27,875.26,Muito pequeno (< 5 ha),1.64,"Alongado (1,5 ≤ DI < 2,0)",0.02,16.96,Alta conectividade (< 100 m),Presidente Kennedy
293,0.83,374.46,Muito pequeno (< 5 ha),1.16,"Compacto (DI < 1,5)",0,690.09,Baixa conectividade (≥ 500 m),Presidente Kennedy
294,2.02,649.98,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0,365.46,Média conectividade (100-500 m),Presidente Kennedy
295,1.85,882.61,Muito pequeno (< 5 ha),1.83,"Alongado (1,5 ≤ DI < 2,0)",0,766.55,Baixa conectividade (≥ 500 m),Presidente Kennedy
296,1.77,656.08,Muito pequeno (< 5 ha),1.39,"Compacto (DI < 1,5)",0,922.6,Baixa conectividade (≥ 500 m),Presidente Kennedy
297,0.7,339.87,Muito pequeno (< 5 ha),1.15,"Compacto (DI < 1,5)",0,96.6,Alta conectividade (< 100 m),Presidente Kennedy
298,2.72,1093.75,Muito pequeno (< 5 ha),1.87,"Alongado (1,5 ≤ DI < 2,0)",0,388.12,Média conectividade (100-500 m),Presidente Kennedy
299,0.56,320.47,Muito pequeno (< 5 ha),1.21,"Compacto (DI < 1,5)",0,96.6,Alta conectividade (< 100 m),Presidente Kennedy
300,0.69,378.46,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0,611.07,Baixa conectividade (≥ 500 m),Presidente Kennedy
301,0.68,454.39,Muito pequeno (< 5 ha),1.56,"Alongado (1,5 ≤ DI < 2,0)",0,128.29,Média conectividade (100-500 m),Presidente Kennedy
302,2.22,831.97,Muito pequeno (< 5 ha),1.58,"Alongado (1,5 ≤ DI < 2,0)",0,693.54,Baixa conectividade (≥ 500 m),Presidente Kennedy
303,0.52,342.42,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0,128.29,Média conectividade (100-500 m),Presidente Kennedy
304,0.98,865.08,Muito pequeno (< 5 ha),2.47,"Muito alongado (DI ≥ 2,0)",0,272.28,Média conectividade (100-500 m),Presidente Kennedy
305,7.06,1197.64,Pequeno (5-10 ha),1.27,"Compacto (DI < 1,5)",2.04,856.05,Baixa conectividade (≥ 500 m),Presidente Kennedy
306,4.69,933.17,Muito pequeno (< 5 ha),1.22,"Compacto (DI < 1,5)",1.05,381.87,Média conectividade (100-500 m),Presidente Kennedy
307,1.57,522.33,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0,262.54,Média conectividade (100-500 m),Presidente Kennedy
309,0.87,546.44,Muito pequeno (< 5 ha),1.65,"Alongado (1,5 ≤ DI < 2,0)",0,922.6,Baixa conectividade (≥ 500 m),Presidente Kennedy
310,6.53,976.23,Pequeno (5-10 ha),1.08,"Compacto (DI < 1,5)",2.51,822.74,Baixa conectividade (≥ 500 m),Presidente Kennedy
311,8.63,1794.05,Pequeno (5-10 ha),1.72,"Alongado (1,5 ≤ DI < 2,0)",2.17,201.52,Média conectividade (100-500 m),Presidente Kennedy
312,1.66,499.93,Muito pequeno (< 5 ha),1.09,"Compacto (DI < 1,5)",0.04,272.28,Média conectividade (100-500 m),Presidente Kennedy
313,17.77,2756.91,Médio (10-100 ha),1.84,"Alongado (1,5 ≤ DI < 2,0)",5.41,257.41,Média conectividade (100-500 m),Presidente Kennedy
314,4.63,853.72,Muito pequeno (< 5 ha),1.12,"Compacto (DI < 1,5)",1.31,262.54,Média conectividade (100-500 m),Presidente Kennedy
315,21.86,4397.87,Médio (10-100 ha),2.65,"Muito alongado (DI ≥ 2,0)",3.22,10,Alta conectividade (< 100 m),Presidente Kennedy
316,37.08,3474.68,Médio (10-100 ha),1.61,"Alongado (1,5 ≤ DI < 2,0)",22,201.52,Média conectividade (100-500 m),Presidente Kennedy
317,23.68,2731.18,Médio (10-100 ha),1.58,"Alongado (1,5 ≤ DI < 2,0)",11.99,62.65,Alta conectividade (< 100 m),Presidente Kennedy
318,11.95,1575.27,Médio (10-100 ha),1.29,"Compacto (DI < 1,5)",5.31,166.29,Média conectividade (100-500 m),Presidente Kennedy
319,0.62,372.68,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0,362.6,Média conectividade (100-500 m),Presidente Kennedy
322,4.81,955.05,Muito pequeno (< 5 ha),1.23,"Compacto (DI < 1,5)",1.1,1157.71,Baixa conectividade (≥ 500 m),Presidente Kennedy
323,1.97,690.63,Muito pequeno (< 5 ha),1.39,"Compacto (DI < 1,5)",0,50.09,Alta conectividade (< 100 m),Presidente Kennedy
325,0.57,301.58,Muito pequeno (< 5 ha),1.13,"Compacto (DI < 1,5)",0,50.09,Alta conectividade (< 100 m),Presidente Kennedy
326,7.54,1660.41,Pequeno (5-10 ha),1.71,"Alongado (1,5 ≤ DI < 2,0)",0.75,137.36,Média conectividade (100-500 m),Presidente Kennedy
327,8.16,1160.5,Pequeno (5-10 ha),1.15,"Compacto (DI < 1,5)",3.27,498.17,Média conectividade (100-500 m),Presidente Kennedy
328,9.18,1582.81,Pequeno (5-10 ha),1.47,"Compacto (DI < 1,5)",2.73,400.19,Média conectividade (100-500 m),Presidente Kennedy
329,0.83,590.66,Muito pequeno (< 5 ha),1.83,"Alongado (1,5 ≤ DI < 2,0)",0,62.78,Alta conectividade (< 100 m),Presidente Kennedy
330,0.76,499.61,Muito pequeno (< 5 ha),1.61,"Alongado (1,5 ≤ DI < 2,0)",0,10,Alta conectividade (< 100 m),Presidente Kennedy
331,3.39,1346.57,Muito pequeno (< 5 ha),2.06,"Muito alongado (DI ≥ 2,0)",0.1,20.97,Alta conectividade (< 100 m),Presidente Kennedy
332,0.53,342.61,Muito pequeno (< 5 ha),1.32,"Compacto (DI < 1,5)",0,62.78,Alta conectividade (< 100 m),Presidente Kennedy
333,1.51,522,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0,400.19,Média conectividade (100-500 m),Presidente Kennedy
334,2.07,584.81,Muito pequeno (< 5 ha),1.15,"Compacto (DI < 1,5)",0.17,1140.36,Baixa conectividade (≥ 500 m),Presidente Kennedy
335,2.23,781.8,Muito pequeno (< 5 ha),1.48,"Compacto (DI < 1,5)",0,92.94,Alta conectividade (< 100 m),Presidente Kennedy
336,0.55,498.07,Muito pequeno (< 5 ha),1.9,"Alongado (1,5 ≤ DI < 2,0)",0,159.4,Média conectividade (100-500 m),Presidente Kennedy
337,4.82,1909.17,Muito pequeno (< 5 ha),2.45,"Muito alongado (DI ≥ 2,0)",0.01,87.13,Alta conectividade (< 100 m),Presidente Kennedy
338,2.93,886.27,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0.03,97.17,Alta conectividade (< 100 m),Presidente Kennedy
339,2.22,940.68,Muito pequeno (< 5 ha),1.78,"Alongado (1,5 ≤ DI < 2,0)",0.06,297.7,Média conectividade (100-500 m),Presidente Kennedy
340,4.5,1240.8,Muito pequeno (< 5 ha),1.65,"Alongado (1,5 ≤ DI < 2,0)",0.02,87.13,Alta conectividade (< 100 m),Presidente Kennedy
341,2.15,724.32,Muito pequeno (< 5 ha),1.39,"Compacto (DI < 1,5)",0,221.29,Média conectividade (100-500 m),Presidente Kennedy
342,1.23,559.7,Muito pequeno (< 5 ha),1.42,"Compacto (DI < 1,5)",0,20.97,Alta conectividade (< 100 m),Presidente Kennedy
343,246.05,17689.86,Grande (100-250 ha),3.18,"Muito alongado (DI ≥ 2,0)",165.34,8.76,Alta conectividade (< 100 m),Presidente Kennedy
344,0.64,440.55,Muito pequeno (< 5 ha),1.56,"Alongado (1,5 ≤ DI < 2,0)",0,16.05,Alta conectividade (< 100 m),Presidente Kennedy
345,0.55,443.96,Muito pequeno (< 5 ha),1.7,"Alongado (1,5 ≤ DI < 2,0)",0,297.7,Média conectividade (100-500 m),Presidente Kennedy
347,2.62,739.35,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0.02,352.9,Média conectividade (100-500 m),Presidente Kennedy
348,3.02,730.45,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0.44,352.9,Média conectividade (100-500 m),Presidente Kennedy
349,6.7,1282.12,Pequeno (5-10 ha),1.4,"Compacto (DI < 1,5)",1.45,50.35,Alta conectividade (< 100 m),Presidente Kennedy
350,3.58,1800.57,Muito pequeno (< 5 ha),2.69,"Muito alongado (DI ≥ 2,0)",0,16.05,Alta conectividade (< 100 m),Presidente Kennedy
351,3.37,835,Muito pequeno (< 5 ha),1.28,"Compacto (DI < 1,5)",0.25,81.59,Alta conectividade (< 100 m),Presidente Kennedy
352,2.32,778.61,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0.06,45.4,Alta conectividade (< 100 m),Presidente Kennedy
353,27.97,3582.19,Médio (10-100 ha),1.91,"Alongado (1,5 ≤ DI < 2,0)",12.06,63.12,Alta conectividade (< 100 m),Presidente Kennedy
354,1.31,656.16,Muito pequeno (< 5 ha),1.62,"Alongado (1,5 ≤ DI < 2,0)",0,735.36,Baixa conectividade (≥ 500 m),Presidente Kennedy
355,0.59,313.77,Muito pequeno (< 5 ha),1.15,"Compacto (DI < 1,5)",0,81.59,Alta conectividade (< 100 m),Presidente Kennedy
357,3.19,903.57,Muito pequeno (< 5 ha),1.43,"Compacto (DI < 1,5)",0.06,46.4,Alta conectividade (< 100 m),Presidente Kennedy
358,10.83,1922.13,Médio (10-100 ha),1.65,"Alongado (1,5 ≤ DI < 2,0)",2.74,38.44,Alta conectividade (< 100 m),Presidente Kennedy
359,11.22,2171.04,Médio (10-100 ha),1.83,"Alongado (1,5 ≤ DI < 2,0)",1.49,716.7,Baixa conectividade (≥ 500 m),Presidente Kennedy
360,1.29,792.76,Muito pequeno (< 5 ha),1.97,"Alongado (1,5 ≤ DI < 2,0)",0,21.17,Alta conectividade (< 100 m),Presidente Kennedy
361,4.26,1388.01,Muito pequeno (< 5 ha),1.9,"Alongado (1,5 ≤ DI < 2,0)",0.24,70.71,Alta conectividade (< 100 m),Presidente Kennedy
362,1.48,717.33,Muito pequeno (< 5 ha),1.66,"Alongado (1,5 ≤ DI < 2,0)",0,21.17,Alta conectividade (< 100 m),Presidente Kennedy
363,7.24,1706.44,Pequeno (5-10 ha),1.79,"Alongado (1,5 ≤ DI < 2,0)",1.37,21.72,Alta conectividade (< 100 m),Presidente Kennedy
364,1.73,660.04,Muito pequeno (< 5 ha),1.42,"Compacto (DI < 1,5)",0,21.72,Alta conectividade (< 100 m),Presidente Kennedy
366,1.41,482.78,Muito pequeno (< 5 ha),1.15,"Compacto (DI < 1,5)",0,220.5,Média conectividade (100-500 m),Presidente Kennedy
367,2.18,1016.3,Muito pequeno (< 5 ha),1.94,"Alongado (1,5 ≤ DI < 2,0)",0,57.96,Alta conectividade (< 100 m),Presidente Kennedy
368,2.69,906.07,Muito pequeno (< 5 ha),1.56,"Alongado (1,5 ≤ DI < 2,0)",0.01,182.13,Média conectividade (100-500 m),Presidente Kennedy
369,2.69,701.44,Muito pequeno (< 5 ha),1.21,"Compacto (DI < 1,5)",0.26,234.04,Média conectividade (100-500 m),Presidente Kennedy
371,3,731.13,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0.32,29.9,Alta conectividade (< 100 m),Presidente Kennedy
372,0.88,608.28,Muito pequeno (< 5 ha),1.83,"Alongado (1,5 ≤ DI < 2,0)",0,57.96,Alta conectividade (< 100 m),Presidente Kennedy
373,0.54,437.66,Muito pequeno (< 5 ha),1.68,"Alongado (1,5 ≤ DI < 2,0)",0,719.98,Baixa conectividade (≥ 500 m),Presidente Kennedy
374,4.69,1004.39,Muito pequeno (< 5 ha),1.31,"Compacto (DI < 1,5)",0.86,301.65,Média conectividade (100-500 m),Presidente Kennedy
375,1.16,974.94,Muito pequeno (< 5 ha),2.55,"Muito alongado (DI ≥ 2,0)",0,8.76,Alta conectividade (< 100 m),Presidente Kennedy
376,1.31,522.22,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0,220.5,Média conectividade (100-500 m),Presidente Kennedy
377,2.72,700.61,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0.21,5.67,Alta conectividade (< 100 m),Presidente Kennedy
378,1.11,481.01,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0,29.9,Alta conectividade (< 100 m),Presidente Kennedy
379,5.15,927.17,Pequeno (5-10 ha),1.15,"Compacto (DI < 1,5)",1.44,285.32,Média conectividade (100-500 m),Presidente Kennedy
380,0.95,496.5,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0,5.67,Alta conectividade (< 100 m),Presidente Kennedy
381,3.83,1069.53,Muito pequeno (< 5 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",0.18,159.33,Média conectividade (100-500 m),Presidente Kennedy
382,1.88,662.7,Muito pequeno (< 5 ha),1.36,"Compacto (DI < 1,5)",0,107.89,Média conectividade (100-500 m),Presidente Kennedy
383,8.93,1674.89,Pequeno (5-10 ha),1.58,"Alongado (1,5 ≤ DI < 2,0)",2.7,121.81,Média conectividade (100-500 m),Presidente Kennedy
385,0.68,422.58,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0,99.45,Alta conectividade (< 100 m),Presidente Kennedy
386,0.79,342,Muito pequeno (< 5 ha),1.08,"Compacto (DI < 1,5)",0,137.16,Média conectividade (100-500 m),Presidente Kennedy
387,7.83,1263.4,Pequeno (5-10 ha),1.27,"Compacto (DI < 1,5)",2.52,57.28,Alta conectividade (< 100 m),Presidente Kennedy
388,2.28,837.9,Muito pequeno (< 5 ha),1.57,"Alongado (1,5 ≤ DI < 2,0)",0,66.7,Alta conectividade (< 100 m),Presidente Kennedy
389,1.58,552.91,Muito pequeno (< 5 ha),1.24,"Compacto (DI < 1,5)",0.01,57.28,Alta conectividade (< 100 m),Presidente Kennedy
390,1.38,539.47,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0,159.33,Média conectividade (100-500 m),Presidente Kennedy
391,0.87,394.46,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0,444.16,Média conectividade (100-500 m),Presidente Kennedy
392,0.85,452.06,Muito pequeno (< 5 ha),1.39,"Compacto (DI < 1,5)",0,411.63,Média conectividade (100-500 m),Presidente Kennedy
393,1.44,546.32,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0,240.8,Média conectividade (100-500 m),Presidente Kennedy
394,1.02,737.72,Muito pequeno (< 5 ha),2.06,"Muito alongado (DI ≥ 2,0)",0,298.4,Média conectividade (100-500 m),Presidente Kennedy
395,2.74,752.46,Muito pequeno (< 5 ha),1.28,"Compacto (DI < 1,5)",0.04,725.54,Baixa conectividade (≥ 500 m),Presidente Kennedy
396,24.29,3269.57,Médio (10-100 ha),1.87,"Alongado (1,5 ≤ DI < 2,0)",11.85,18.29,Alta conectividade (< 100 m),Presidente Kennedy
398,0.77,398.05,Muito pequeno (< 5 ha),1.28,"Compacto (DI < 1,5)",0,170.87,Média conectividade (100-500 m),Presidente Kennedy
