fid,AREA_HA,PERIMETRO_M,TAMANHO,INDICE_FORMA,CLASSE_FORMA,AREA_NUCLEAR_HA,ISOLAMENTO_M,CLASSE_CONECTIVIDADE,MUNICIPIOS
4275,6.21,1038.08,Pequeno (5-10 ha),1.18,"Compacto (DI < 1,5)",1.94,107.25,Média conectividade (100-500 m),Divino de São Lourenço
4276,3.14,1297.09,Muito pequeno (< 5 ha),2.07,"Muito alongado (DI ≥ 2,0)",0,8.75,Alta conectividade (< 100 m),Bom Jesus do Norte
4277,3.59,1533.85,Muito pequeno (< 5 ha),2.28,"Muito alongado (DI ≥ 2,0)",0.15,35.43,Alta conectividade (< 100 m),Guaçuí
4278,0.61,344.39,Muito pequeno (< 5 ha),1.24,"Compacto (DI < 1,5)",0,412.41,Média conectividade (100-500 m),Divino de São Lourenço
4279,1.51,603.46,Muito pequeno (< 5 ha),1.39,"Compacto (DI < 1,5)",0,3,Alta conectividade (< 100 m),Divino de São Lourenço
4281,0.72,610.34,Muito pequeno (< 5 ha),2.03,"Muito alongado (DI ≥ 2,0)",0,7.69,Alta conectividade (< 100 m),Guaçuí
4282,1.4,459.43,Muito pequeno (< 5 ha),1.09,"Compacto (DI < 1,5)",0,77.92,Alta conectividade (< 100 m),Divino de São Lourenço
4283,0.69,381.15,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0,26.94,Alta conectividade (< 100 m),Guaçuí
4284,20.03,3634.32,Médio (10-100 ha),2.29,"Muito alongado (DI ≥ 2,0)",5.73,89.14,Alta conectividade (< 100 m),São José do Calçado
4285,3.46,1930.6,Muito pequeno (< 5 ha),2.93,"Muito alongado (DI ≥ 2,0)",0.11,5.62,Alta conectividade (< 100 m),São José do Calçado
4287,2.18,913.92,Muito pequeno (< 5 ha),1.75,"Alongado (1,5 ≤ DI < 2,0)",0,44.2,Alta conectividade (< 100 m),São José do Calçado
4288,0.96,516.81,Muito pequeno (< 5 ha),1.49,"Compacto (DI < 1,5)",0,12.97,Alta conectividade (< 100 m),Guaçuí
4289,1.99,664.99,Muito pequeno (< 5 ha),1.33,"Compacto (DI < 1,5)",0.01,42.4,Alta conectividade (< 100 m),São José do Calçado
4290,1.43,924.86,Muito pequeno (< 5 ha),2.18,"Muito alongado (DI ≥ 2,0)",0,61.63,Alta conectividade (< 100 m),São José do Calçado
4291,2.71,802.92,Muito pequeno (< 5 ha),1.38,"Compacto (DI < 1,5)",0.05,30.43,Alta conectividade (< 100 m),Guaçuí
4292,0.83,659.68,Muito pequeno (< 5 ha),2.05,"Muito alongado (DI ≥ 2,0)",0,61.49,Alta conectividade (< 100 m),São José do Calçado
4293,2.94,1958.26,Muito pequeno (< 5 ha),3.22,"Muito alongado (DI ≥ 2,0)",0,4.63,Alta conectividade (< 100 m),São José do Calçado
4294,1.15,564.87,Muito pequeno (< 5 ha),1.48,"Compacto (DI < 1,5)",0,174.59,Média conectividade (100-500 m),São José do Calçado
4295,10.01,1584.33,Médio (10-100 ha),1.41,"Compacto (DI < 1,5)",3.57,51.69,Alta conectividade (< 100 m),Guaçuí
4296,4.89,1140.23,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0.8,52.33,Alta conectividade (< 100 m),Divino de São Lourenço
4297,0.86,614.74,Muito pequeno (< 5 ha),1.87,"Alongado (1,5 ≤ DI < 2,0)",0,329.3,Média conectividade (100-500 m),Divino de São Lourenço
4298,2.79,709.35,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0.43,135.13,Média conectividade (100-500 m),Guaçuí
4299,1.74,1357.71,Muito pequeno (< 5 ha),2.91,"Muito alongado (DI ≥ 2,0)",0,239.58,Média conectividade (100-500 m),São José do Calçado
4301,0.88,530.22,Muito pequeno (< 5 ha),1.6,"Alongado (1,5 ≤ DI < 2,0)",0,21.12,Alta conectividade (< 100 m),Guaçuí
4302,0.65,804.5,Muito pequeno (< 5 ha),2.81,"Muito alongado (DI ≥ 2,0)",0,168.91,Média conectividade (100-500 m),São José do Calçado
4303,18.41,3526,Médio (10-100 ha),2.32,"Muito alongado (DI ≥ 2,0)",4.77,92.62,Alta conectividade (< 100 m),Guaçuí
4304,1.69,1254.2,Muito pequeno (< 5 ha),2.72,"Muito alongado (DI ≥ 2,0)",0,61.49,Alta conectividade (< 100 m),São José do Calçado
4305,0.84,391.99,Muito pequeno (< 5 ha),1.21,"Compacto (DI < 1,5)",0,581.44,Baixa conectividade (≥ 500 m),Divino de São Lourenço
4306,10.75,2193.84,Médio (10-100 ha),1.89,"Alongado (1,5 ≤ DI < 2,0)",2.12,83.3,Alta conectividade (< 100 m),São José do Calçado
4307,1.09,480.23,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0,77.92,Alta conectividade (< 100 m),Divino de São Lourenço
4309,1.01,479.31,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0,114.16,Média conectividade (100-500 m),Divino de São Lourenço
4311,0.71,357.78,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0,32.02,Alta conectividade (< 100 m),Divino de São Lourenço
4312,15.79,2698.16,Médio (10-100 ha),1.92,"Alongado (1,5 ≤ DI < 2,0)",5.7,61.63,Alta conectividade (< 100 m),São José do Calçado
4313,5.31,1398.62,Pequeno (5-10 ha),1.71,"Alongado (1,5 ≤ DI < 2,0)",0.64,28.14,Alta conectividade (< 100 m),Divino de São Lourenço
4314,1.43,732.18,Muito pequeno (< 5 ha),1.73,"Alongado (1,5 ≤ DI < 2,0)",0,59.08,Alta conectividade (< 100 m),São José do Calçado
4315,1.05,766.33,Muito pequeno (< 5 ha),2.11,"Muito alongado (DI ≥ 2,0)",0,80.7,Alta conectividade (< 100 m),Guaçuí
4316,7.34,2195.07,Pequeno (5-10 ha),2.29,"Muito alongado (DI ≥ 2,0)",1.08,44.2,Alta conectividade (< 100 m),São José do Calçado
4317,2.7,693.29,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0.28,150.89,Média conectividade (100-500 m),Guaçuí
4318,1.58,536.73,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0.04,51.69,Alta conectividade (< 100 m),Guaçuí
4319,22.93,5426.26,Médio (10-100 ha),3.2,"Muito alongado (DI ≥ 2,0)",4.78,6.37,Alta conectividade (< 100 m),Guaçuí
4320,1.48,595.23,Muito pequeno (< 5 ha),1.38,"Compacto (DI < 1,5)",0,434.02,Média conectividade (100-500 m),Divino de São Lourenço
4321,0.89,411.86,Muito pequeno (< 5 ha),1.23,"Compacto (DI < 1,5)",0,24.22,Alta conectividade (< 100 m),São José do Calçado
4322,0.84,725.66,Muito pequeno (< 5 ha),2.23,"Muito alongado (DI ≥ 2,0)",0,104.77,Média conectividade (100-500 m),São José do Calçado
4323,1.49,621.69,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0,80.7,Alta conectividade (< 100 m),Guaçuí
4324,2.15,836.04,Muito pequeno (< 5 ha),1.61,"Alongado (1,5 ≤ DI < 2,0)",0,233.13,Média conectividade (100-500 m),Divino de São Lourenço
4325,2.17,676.26,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0.08,235.29,Média conectividade (100-500 m),Divino de São Lourenço
4326,2.99,827.68,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0.29,52.33,Alta conectividade (< 100 m),Divino de São Lourenço
4327,5.79,2858.99,Pequeno (5-10 ha),3.35,"Muito alongado (DI ≥ 2,0)",0.01,24.22,Alta conectividade (< 100 m),São José do Calçado
4328,0.87,536.87,Muito pequeno (< 5 ha),1.63,"Alongado (1,5 ≤ DI < 2,0)",0,30.43,Alta conectividade (< 100 m),Guaçuí
4329,1.31,552.55,Muito pequeno (< 5 ha),1.36,"Compacto (DI < 1,5)",0,179.31,Média conectividade (100-500 m),Guaçuí
4330,10.64,2372.3,Médio (10-100 ha),2.05,"Muito alongado (DI ≥ 2,0)",2.93,101.65,Média conectividade (100-500 m),Guaçuí
4331,1.15,583.38,Muito pequeno (< 5 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",0,83.3,Alta conectividade (< 100 m),São José do Calçado
4332,13.01,1641.58,Médio (10-100 ha),1.28,"Compacto (DI < 1,5)",5.94,222.68,Média conectividade (100-500 m),Guaçuí
4333,6.46,1352.54,Pequeno (5-10 ha),1.5,"Alongado (1,5 ≤ DI < 2,0)",1.44,4.63,Alta conectividade (< 100 m),São José do Calçado
4334,0.89,571.02,Muito pequeno (< 5 ha),1.7,"Alongado (1,5 ≤ DI < 2,0)",0,103.42,Média conectividade (100-500 m),Divino de São Lourenço
4335,6.98,1942.6,Pequeno (5-10 ha),2.07,"Muito alongado (DI ≥ 2,0)",1.04,213,Média conectividade (100-500 m),São José do Calçado
4336,1.8,667.6,Muito pequeno (< 5 ha),1.4,"Compacto (DI < 1,5)",0,16.68,Alta conectividade (< 100 m),Guaçuí
4337,2.25,1071.37,Muito pequeno (< 5 ha),2.02,"Muito alongado (DI ≥ 2,0)",0,182.36,Média conectividade (100-500 m),Guaçuí
4338,1.44,568.54,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0,59.08,Alta conectividade (< 100 m),São José do Calçado
4339,7.26,1166.47,Pequeno (5-10 ha),1.22,"Compacto (DI < 1,5)",2.46,18.38,Alta conectividade (< 100 m),Divino de São Lourenço
4340,20.28,4105.46,Médio (10-100 ha),2.57,"Muito alongado (DI ≥ 2,0)",5.9,100.68,Média conectividade (100-500 m),Divino de São Lourenço
4341,1.39,972.44,Muito pequeno (< 5 ha),2.33,"Muito alongado (DI ≥ 2,0)",0,116.1,Média conectividade (100-500 m),Guaçuí
4342,11.89,1741.6,Médio (10-100 ha),1.42,"Compacto (DI < 1,5)",4.29,18.38,Alta conectividade (< 100 m),Divino de São Lourenço
4343,0.57,358.41,Muito pequeno (< 5 ha),1.33,"Compacto (DI < 1,5)",0,155.48,Média conectividade (100-500 m),Guaçuí
4344,1.97,1231,Muito pequeno (< 5 ha),2.47,"Muito alongado (DI ≥ 2,0)",0,23.57,Alta conectividade (< 100 m),São José do Calçado
4345,0.76,519.81,Muito pequeno (< 5 ha),1.68,"Alongado (1,5 ≤ DI < 2,0)",0,119.01,Média conectividade (100-500 m),Guaçuí
4346,1.73,597.81,Muito pequeno (< 5 ha),1.28,"Compacto (DI < 1,5)",0.04,189.89,Média conectividade (100-500 m),Guaçuí
4347,5.55,1638.74,Pequeno (5-10 ha),1.96,"Alongado (1,5 ≤ DI < 2,0)",0.1,20.54,Alta conectividade (< 100 m),Divino de São Lourenço
4349,3.27,1121.76,Muito pequeno (< 5 ha),1.75,"Alongado (1,5 ≤ DI < 2,0)",0.14,48.52,Alta conectividade (< 100 m),São José do Calçado
4350,7.01,3841.92,Pequeno (5-10 ha),4.09,"Muito alongado (DI ≥ 2,0)",0,16.68,Alta conectividade (< 100 m),Guaçuí
4351,0.75,736.28,Muito pequeno (< 5 ha),2.39,"Muito alongado (DI ≥ 2,0)",0,27.46,Alta conectividade (< 100 m),São José do Calçado
4352,2.34,767.96,Muito pequeno (< 5 ha),1.42,"Compacto (DI < 1,5)",0.04,54.53,Alta conectividade (< 100 m),"São José do Calçado,Guaçuí"
4353,3.53,2163.64,Muito pequeno (< 5 ha),3.25,"Muito alongado (DI ≥ 2,0)",0,15.19,Alta conectividade (< 100 m),São José do Calçado
4355,0.81,396.82,Muito pequeno (< 5 ha),1.25,"Compacto (DI < 1,5)",0,209.42,Média conectividade (100-500 m),São José do Calçado
4356,0.57,458.69,Muito pequeno (< 5 ha),1.71,"Alongado (1,5 ≤ DI < 2,0)",0,23.57,Alta conectividade (< 100 m),São José do Calçado
4357,0.87,462.65,Muito pequeno (< 5 ha),1.4,"Compacto (DI < 1,5)",0,368.38,Média conectividade (100-500 m),Guaçuí
4358,0.5,271.77,Muito pequeno (< 5 ha),1.08,"Compacto (DI < 1,5)",0,213,Média conectividade (100-500 m),São José do Calçado
4359,0.66,352.33,Muito pequeno (< 5 ha),1.23,"Compacto (DI < 1,5)",0,40.87,Alta conectividade (< 100 m),Guaçuí
4360,2.68,778.65,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0.15,103.42,Média conectividade (100-500 m),Divino de São Lourenço
4361,0.79,410.93,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0,191.01,Média conectividade (100-500 m),Divino de São Lourenço
4362,0.99,599.46,Muito pequeno (< 5 ha),1.7,"Alongado (1,5 ≤ DI < 2,0)",0,516.69,Baixa conectividade (≥ 500 m),São José do Calçado
4363,6.1,1414.87,Pequeno (5-10 ha),1.62,"Alongado (1,5 ≤ DI < 2,0)",1.04,48.52,Alta conectividade (< 100 m),São José do Calçado
4364,14.8,1916.6,Médio (10-100 ha),1.41,"Compacto (DI < 1,5)",6.82,297.87,Média conectividade (100-500 m),Guaçuí
4365,0.87,478.15,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0,334.85,Média conectividade (100-500 m),Divino de São Lourenço
4366,68.22,5595.53,Médio (10-100 ha),1.91,"Alongado (1,5 ≤ DI < 2,0)",41.96,71.74,Alta conectividade (< 100 m),Guaçuí
4367,49.21,8154.45,Médio (10-100 ha),3.28,"Muito alongado (DI ≥ 2,0)",19.56,13.78,Alta conectividade (< 100 m),Divino de São Lourenço
4369,1.35,582.09,Muito pequeno (< 5 ha),1.41,"Compacto (DI < 1,5)",0,40.66,Alta conectividade (< 100 m),Divino de São Lourenço
4370,86.21,12419.28,Médio (10-100 ha),3.77,"Muito alongado (DI ≥ 2,0)",34.93,50.97,Alta conectividade (< 100 m),Guaçuí
4372,1,399.98,Muito pequeno (< 5 ha),1.13,"Compacto (DI < 1,5)",0,60.97,Alta conectividade (< 100 m),Guaçuí
4373,0.73,359.09,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0,139.42,Média conectividade (100-500 m),Guaçuí
4374,3.97,916.94,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0.58,131.04,Média conectividade (100-500 m),"Divino de São Lourenço,Ibitirama"
4376,4.13,848.71,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0.86,100.68,Média conectividade (100-500 m),Divino de São Lourenço
4377,2.58,845.03,Muito pequeno (< 5 ha),1.48,"Compacto (DI < 1,5)",0.16,22.36,Alta conectividade (< 100 m),Guaçuí
4378,1.15,523.51,Muito pequeno (< 5 ha),1.38,"Compacto (DI < 1,5)",0,17.74,Alta conectividade (< 100 m),Guaçuí
4379,0.97,490.47,Muito pequeno (< 5 ha),1.4,"Compacto (DI < 1,5)",0,350.2,Média conectividade (100-500 m),"Divino de São Lourenço,Ibitirama"
4380,0.79,1004.9,Muito pequeno (< 5 ha),3.19,"Muito alongado (DI ≥ 2,0)",0,27.46,Alta conectividade (< 100 m),São José do Calçado
4381,2.89,1898.94,Muito pequeno (< 5 ha),3.15,"Muito alongado (DI ≥ 2,0)",0,57.56,Alta conectividade (< 100 m),São José do Calçado
4382,0.86,532.92,Muito pequeno (< 5 ha),1.62,"Alongado (1,5 ≤ DI < 2,0)",0,139.21,Média conectividade (100-500 m),Divino de São Lourenço
4383,1.94,812.6,Muito pequeno (< 5 ha),1.65,"Alongado (1,5 ≤ DI < 2,0)",0,134.02,Média conectividade (100-500 m),"São José do Calçado,Guaçuí"
4384,0.5,387.67,Muito pequeno (< 5 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",0,44.97,Alta conectividade (< 100 m),Guaçuí
4386,0.55,361.83,Muito pequeno (< 5 ha),1.38,"Compacto (DI < 1,5)",0,40.66,Alta conectividade (< 100 m),Divino de São Lourenço
4388,5.69,1174.43,Pequeno (5-10 ha),1.39,"Compacto (DI < 1,5)",0.91,71.74,Alta conectividade (< 100 m),Guaçuí
4389,0.74,331.68,Muito pequeno (< 5 ha),1.08,"Compacto (DI < 1,5)",0,43.53,Alta conectividade (< 100 m),Guaçuí
4390,52.22,6436.26,Médio (10-100 ha),2.51,"Muito alongado (DI ≥ 2,0)",25.82,27.48,Alta conectividade (< 100 m),Guaçuí
4391,0.85,510.89,Muito pequeno (< 5 ha),1.56,"Alongado (1,5 ≤ DI < 2,0)",0,196.89,Média conectividade (100-500 m),São José do Calçado
4392,2.41,795.33,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0.11,136.14,Média conectividade (100-500 m),Guaçuí
4394,0.57,363.97,Muito pequeno (< 5 ha),1.36,"Compacto (DI < 1,5)",0,158.89,Média conectividade (100-500 m),Divino de São Lourenço
4395,0.54,329.45,Muito pequeno (< 5 ha),1.27,"Compacto (DI < 1,5)",0,306.7,Média conectividade (100-500 m),Guaçuí
4396,4.62,1116.6,Muito pequeno (< 5 ha),1.47,"Compacto (DI < 1,5)",0.46,247.54,Média conectividade (100-500 m),Guaçuí
4398,4.93,1160.22,Muito pequeno (< 5 ha),1.47,"Compacto (DI < 1,5)",0.41,139.21,Média conectividade (100-500 m),Divino de São Lourenço
4399,0.59,310.58,Muito pequeno (< 5 ha),1.14,"Compacto (DI < 1,5)",0,38.59,Alta conectividade (< 100 m),Divino de São Lourenço
4400,0.92,468.63,Muito pequeno (< 5 ha),1.38,"Compacto (DI < 1,5)",0,282.55,Média conectividade (100-500 m),São José do Calçado
4401,4.79,1987.22,Muito pequeno (< 5 ha),2.56,"Muito alongado (DI ≥ 2,0)",0.2,36.74,Alta conectividade (< 100 m),São José do Calçado
4402,1.2,465.45,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0,145.13,Média conectividade (100-500 m),Guaçuí
4403,24.67,2967.3,Médio (10-100 ha),1.69,"Alongado (1,5 ≤ DI < 2,0)",11.35,94.54,Alta conectividade (< 100 m),Guaçuí
4404,0.91,365.78,Muito pequeno (< 5 ha),1.08,"Compacto (DI < 1,5)",0,130.85,Média conectividade (100-500 m),Guaçuí
4405,5.26,910.7,Pequeno (5-10 ha),1.12,"Compacto (DI < 1,5)",1.59,140.21,Média conectividade (100-500 m),Guaçuí
4406,0.91,534.65,Muito pequeno (< 5 ha),1.58,"Alongado (1,5 ≤ DI < 2,0)",0,295.82,Média conectividade (100-500 m),Divino de São Lourenço
4407,2.96,896.65,Muito pequeno (< 5 ha),1.47,"Compacto (DI < 1,5)",0.25,266.29,Média conectividade (100-500 m),Divino de São Lourenço
4409,4.28,1173.03,Muito pequeno (< 5 ha),1.6,"Alongado (1,5 ≤ DI < 2,0)",0.1,115.94,Média conectividade (100-500 m),Guaçuí
4410,1.51,561.16,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0,206.42,Média conectividade (100-500 m),Guaçuí
4411,13.49,1736.42,Médio (10-100 ha),1.33,"Compacto (DI < 1,5)",6.06,27.48,Alta conectividade (< 100 m),Guaçuí
4413,10.65,2031.55,Médio (10-100 ha),1.76,"Alongado (1,5 ≤ DI < 2,0)",3.13,139.7,Média conectividade (100-500 m),Divino de São Lourenço
4415,3.51,992.03,Muito pequeno (< 5 ha),1.49,"Compacto (DI < 1,5)",0.01,101.38,Média conectividade (100-500 m),Guaçuí
4416,2.94,831.88,Muito pequeno (< 5 ha),1.37,"Compacto (DI < 1,5)",0.12,359.75,Média conectividade (100-500 m),São José do Calçado
4417,2.63,1464.93,Muito pequeno (< 5 ha),2.55,"Muito alongado (DI ≥ 2,0)",0,278.14,Média conectividade (100-500 m),Guaçuí
4420,0.59,347.13,Muito pequeno (< 5 ha),1.28,"Compacto (DI < 1,5)",0,375.03,Média conectividade (100-500 m),Divino de São Lourenço
4421,3.88,1651.59,Muito pequeno (< 5 ha),2.37,"Muito alongado (DI ≥ 2,0)",0.03,94.41,Alta conectividade (< 100 m),Guaçuí
4422,16.97,2419.38,Médio (10-100 ha),1.66,"Alongado (1,5 ≤ DI < 2,0)",6.77,33.43,Alta conectividade (< 100 m),Guaçuí
4423,1.58,592.5,Muito pequeno (< 5 ha),1.33,"Compacto (DI < 1,5)",0,191.33,Média conectividade (100-500 m),São José do Calçado
4424,0.56,356.21,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0,46.82,Alta conectividade (< 100 m),Guaçuí
4425,0.65,305,Muito pequeno (< 5 ha),1.06,"Compacto (DI < 1,5)",0,13.78,Alta conectividade (< 100 m),Divino de São Lourenço
4426,1.95,1437.52,Muito pequeno (< 5 ha),2.91,"Muito alongado (DI ≥ 2,0)",0,2.42,Alta conectividade (< 100 m),Divino de São Lourenço
4427,0.97,378.4,Muito pequeno (< 5 ha),1.09,"Compacto (DI < 1,5)",0,115.94,Média conectividade (100-500 m),Guaçuí
4428,2.89,1032.22,Muito pequeno (< 5 ha),1.71,"Alongado (1,5 ≤ DI < 2,0)",0.09,139.7,Média conectividade (100-500 m),Divino de São Lourenço
4429,4.33,864.03,Muito pequeno (< 5 ha),1.17,"Compacto (DI < 1,5)",0.87,234.32,Média conectividade (100-500 m),Guaçuí
4430,3.85,1054.61,Muito pequeno (< 5 ha),1.52,"Alongado (1,5 ≤ DI < 2,0)",0.7,134.2,Média conectividade (100-500 m),"Guaçuí,Divino de São Lourenço"
4431,6.71,2063.22,Pequeno (5-10 ha),2.25,"Muito alongado (DI ≥ 2,0)",0.39,68.28,Alta conectividade (< 100 m),Guaçuí
4432,1.48,675.21,Muito pequeno (< 5 ha),1.56,"Alongado (1,5 ≤ DI < 2,0)",0,129.39,Média conectividade (100-500 m),São José do Calçado
4433,12.92,2202.75,Médio (10-100 ha),1.73,"Alongado (1,5 ≤ DI < 2,0)",3.53,60.35,Alta conectividade (< 100 m),Divino de São Lourenço
4434,2.78,894.43,Muito pequeno (< 5 ha),1.51,"Alongado (1,5 ≤ DI < 2,0)",0.24,146.39,Média conectividade (100-500 m),Divino de São Lourenço
4435,0.54,358.62,Muito pequeno (< 5 ha),1.37,"Compacto (DI < 1,5)",0,145.13,Média conectividade (100-500 m),Guaçuí
4436,3.4,962.39,Muito pequeno (< 5 ha),1.47,"Compacto (DI < 1,5)",0.12,184.42,Média conectividade (100-500 m),Guaçuí
4437,1.03,658.65,Muito pequeno (< 5 ha),1.83,"Alongado (1,5 ≤ DI < 2,0)",0,229.53,Média conectividade (100-500 m),Divino de São Lourenço
4438,0.77,492.17,Muito pequeno (< 5 ha),1.58,"Alongado (1,5 ≤ DI < 2,0)",0,16.12,Alta conectividade (< 100 m),Guaçuí
4439,0.88,465.51,Muito pequeno (< 5 ha),1.4,"Compacto (DI < 1,5)",0,189.98,Média conectividade (100-500 m),Divino de São Lourenço
4440,26.87,5518.24,Médio (10-100 ha),3,"Muito alongado (DI ≥ 2,0)",6.83,21.65,Alta conectividade (< 100 m),Guaçuí
4441,1.03,826.41,Muito pequeno (< 5 ha),2.29,"Muito alongado (DI ≥ 2,0)",0,109.46,Média conectividade (100-500 m),São José do Calçado
4442,42.02,4717.48,Médio (10-100 ha),2.05,"Muito alongado (DI ≥ 2,0)",21.15,123.23,Média conectividade (100-500 m),Guaçuí
4443,10.06,2496.26,Médio (10-100 ha),2.22,"Muito alongado (DI ≥ 2,0)",1.42,16.12,Alta conectividade (< 100 m),Guaçuí
4444,0.6,347.16,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,181,Média conectividade (100-500 m),Divino de São Lourenço
4445,0.92,462.43,Muito pequeno (< 5 ha),1.36,"Compacto (DI < 1,5)",0,134.2,Média conectividade (100-500 m),Divino de São Lourenço
4447,0.98,398.48,Muito pequeno (< 5 ha),1.14,"Compacto (DI < 1,5)",0,216.85,Média conectividade (100-500 m),Guaçuí
4448,3.76,892.3,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0.44,316.81,Média conectividade (100-500 m),Divino de São Lourenço
4449,2.57,765.52,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0.06,139,Média conectividade (100-500 m),Divino de São Lourenço
4450,13.7,4189.84,Médio (10-100 ha),3.19,"Muito alongado (DI ≥ 2,0)",0.05,36.74,Alta conectividade (< 100 m),"São José do Calçado,Guaçuí"
4451,6.55,2179.4,Pequeno (5-10 ha),2.4,"Muito alongado (DI ≥ 2,0)",0.34,33.43,Alta conectividade (< 100 m),Guaçuí
4452,0.86,430.22,Muito pequeno (< 5 ha),1.31,"Compacto (DI < 1,5)",0,94.41,Alta conectividade (< 100 m),Guaçuí
4453,2.19,1553.89,Muito pequeno (< 5 ha),2.96,"Muito alongado (DI ≥ 2,0)",0,38.18,Alta conectividade (< 100 m),São José do Calçado
4454,2.53,1156.79,Muito pequeno (< 5 ha),2.05,"Muito alongado (DI ≥ 2,0)",0,194.8,Média conectividade (100-500 m),Guaçuí
4457,0.52,281.85,Muito pequeno (< 5 ha),1.11,"Compacto (DI < 1,5)",0,168.24,Média conectividade (100-500 m),Guaçuí
4458,0.83,467,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0,175.26,Média conectividade (100-500 m),Divino de São Lourenço
4459,1.72,715.08,Muito pequeno (< 5 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",0.02,260.67,Média conectividade (100-500 m),Divino de São Lourenço
4460,2.57,767.2,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0.23,38.18,Alta conectividade (< 100 m),São José do Calçado
4461,0.86,412.91,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,139,Média conectividade (100-500 m),Divino de São Lourenço
4462,5.2,1284.31,Pequeno (5-10 ha),1.59,"Alongado (1,5 ≤ DI < 2,0)",0.77,101.53,Média conectividade (100-500 m),"Guaçuí,Divino de São Lourenço"
4463,1.26,546.98,Muito pequeno (< 5 ha),1.37,"Compacto (DI < 1,5)",0,175.26,Média conectividade (100-500 m),Divino de São Lourenço
4464,0.6,370.09,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0,2.42,Alta conectividade (< 100 m),Divino de São Lourenço
4465,1.12,498.12,Muito pequeno (< 5 ha),1.33,"Compacto (DI < 1,5)",0,146.39,Média conectividade (100-500 m),Divino de São Lourenço
4466,17.79,2469.59,Médio (10-100 ha),1.65,"Alongado (1,5 ≤ DI < 2,0)",7.04,94.54,Alta conectividade (< 100 m),Guaçuí
4467,8.52,1366.88,Pequeno (5-10 ha),1.32,"Compacto (DI < 1,5)",2.65,36.6,Alta conectividade (< 100 m),Divino de São Lourenço
4468,10.08,2022.73,Médio (10-100 ha),1.8,"Alongado (1,5 ≤ DI < 2,0)",1.83,64.65,Alta conectividade (< 100 m),Guaçuí
4469,7.08,1386.23,Pequeno (5-10 ha),1.47,"Compacto (DI < 1,5)",1.64,188.63,Média conectividade (100-500 m),Guaçuí
4470,4.5,1076.35,Muito pequeno (< 5 ha),1.43,"Compacto (DI < 1,5)",0.48,440.91,Média conectividade (100-500 m),Divino de São Lourenço
4471,1.02,601.64,Muito pequeno (< 5 ha),1.68,"Alongado (1,5 ≤ DI < 2,0)",0,38.87,Alta conectividade (< 100 m),Divino de São Lourenço
4472,0.58,301.23,Muito pequeno (< 5 ha),1.11,"Compacto (DI < 1,5)",0,120.91,Média conectividade (100-500 m),Divino de São Lourenço
4476,5.16,2600.27,Pequeno (5-10 ha),3.23,"Muito alongado (DI ≥ 2,0)",0.32,3.05,Alta conectividade (< 100 m),Divino de São Lourenço
4477,1,441.33,Muito pequeno (< 5 ha),1.25,"Compacto (DI < 1,5)",0,266.65,Média conectividade (100-500 m),Guaçuí
4478,3.95,3213.58,Muito pequeno (< 5 ha),4.56,"Muito alongado (DI ≥ 2,0)",0,3.05,Alta conectividade (< 100 m),Divino de São Lourenço
4480,91.79,10708.79,Médio (10-100 ha),3.15,"Muito alongado (DI ≥ 2,0)",47.2,21.65,Alta conectividade (< 100 m),Guaçuí
